(0.0299944000, -0.7522693000, 0.6581602000)
(0.0233353300, -0.7529709000, 0.6576318000)
(0.0399108200, -0.7534207000, 0.6563122000)
(0.1015643000, -0.7696443000, 0.6303219000)
(0.1276086000, -0.7735519000, 0.6207464000)
(0.1238291000, -0.7678882000, 0.6284987000)
(0.1288297000, -0.7754539000, 0.6181175000)
(0.1295239000, -0.7765325000, 0.6165980000)
(0.1302895000, -0.7740101000, 0.6196181000)
(0.1323032000, -0.7725998000, 0.6209348000)
(0.1326280000, -0.7701188000, 0.6239386000)
(0.1348021000, -0.7675390000, 0.6266490000)
(0.1357057000, -0.7662527000, 0.6280352000)
(0.1368599000, -0.7659508000, 0.6281586000)
(0.1390420000, -0.7649336000, 0.6289114000)
(0.1356708000, -0.7648420000, 0.6297600000)
(0.1384142000, -0.7668513000, 0.6266966000)
(0.1391421000, -0.7643879000, 0.6295480000)
(0.1381162000, -0.7644998000, 0.6296450000)
(0.1352027000, -0.7662584000, 0.6281300000)
(0.1343666000, -0.7700860000, 0.6236106000)
(0.1398075000, -0.7710785000, 0.6211866000)
(0.1375598000, -0.7724729000, 0.6199654000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.0000000000, 0.0000000000, 0.0000000000)
(0.2538590000, -0.7814528000, 0.5699643000)
(0.2487962000, -0.7912778000, 0.5585325000)
(0.2521933000, -0.7882069000, 0.5613394000)
(0.2536466000, -0.7853919000, 0.5646268000)
(0.2596844000, -0.7863271000, 0.5605777000)
(0.2626937000, -0.7875597000, 0.5574322000)
(0.2537199000, -0.7926127000, 0.5544078000)
(0.2539445000, -0.7950453000, 0.5508246000)
(0.2489613000, -0.8075033000, 0.5347427000)
(0.2520135000, -0.8042070000, 0.5382679000)
(0.2499185000, -0.8085536000, 0.5326851000)
(0.2498198000, -0.8053094000, 0.5376239000)
(0.2522348000, -0.8033662000, 0.5394021000)
(0.2497705000, -0.8043672000, 0.5390754000)
(0.2432282000, -0.8138987000, 0.5276218000)
(0.2441095000, -0.8111612000, 0.5314091000)
(0.2389226000, -0.8145824000, 0.5285531000)
(0.2392678000, -0.8198186000, 0.5202341000)
(0.2341838000, -0.8231694000, 0.5172262000)
(0.2305250000, -0.8240597000, 0.5174615000)
(0.2452317000, -0.8086666000, 0.5347099000)
(0.2593790000, -0.7768506000, 0.5737608000)
(0.2660289000, -0.7374547000, 0.6207829000)
(0.2650686000, -0.7097126000, 0.6527166000)
(0.2721786000, -0.6979136000, 0.6624421000)
(0.2793703000, -0.6898110000, 0.6679149000)
(0.2788012000, -0.6938443000, 0.6639619000)
(0.2831753000, -0.6893977000, 0.6667256000)
(0.2807905000, -0.6952564000, 0.6616389000)
(0.2769023000, -0.6985179000, 0.6598405000)
(0.2693108000, -0.7031525000, 0.6580526000)
(0.2731077000, -0.7060673000, 0.6533591000)
(0.2689065000, -0.7042348000, 0.6570504000)
(0.2703482000, -0.7034042000, 0.6573600000)
(0.2632672000, -0.7128190000, 0.6500381000)
(0.2684408000, -0.7110780000, 0.6498399000)
(0.2677590000, -0.7130588000, 0.6479440000)
(0.2687185000, -0.7165062000, 0.6437274000)
(0.2693626000, -0.7324053000, 0.6253000000)
(0.2707593000, -0.7238019000, 0.6346601000)
(0.2558287000, -0.7425886000, 0.6189557000)
(0.2556385000, -0.7470391000, 0.6136617000)
(0.2581041000, -0.7436022000, 0.6167857000)
(0.2683646000, -0.7052613000, 0.6561901000)
(0.2741662000, -0.6893339000, 0.6705533000)
(0.2800639000, -0.6539503000, 0.7027842000)
(0.3037723000, -0.6372092000, 0.7082817000)
(0.3106714000, -0.6375241000, 0.7049952000)
(0.3114616000, -0.6390114000, 0.7033092000)
(0.2961858000, -0.6461257000, 0.7034067000)
(0.2951959000, -0.6506588000, 0.6996393000)
(0.2955828000, -0.6504660000, 0.6996443000)
(0.2959698000, -0.6479108000, 0.7018533000)
(0.2997718000, -0.6493937000, 0.6988679000)
