(-0.5492820000, -0.0372699600, 0.0017909250, 0.8348036000)
(-0.5493189000, -0.0371464300, 0.0017939220, 0.8347848000)
(-0.5490445000, -0.0374295500, 0.0018666450, 0.8349525000)
(-0.5492169000, -0.0373899200, 0.0018136590, 0.8348411000)
(-0.5494757000, -0.0369977800, 0.0017367110, 0.8346884000)
(-0.5494823000, -0.0371373700, 0.0018364550, 0.8346776000)
(-0.5493205000, -0.0373816000, 0.0016133780, 0.8347737000)
(-0.5491865000, -0.0370143700, 0.0019050500, 0.8348776000)
(-0.5491241000, -0.0372888400, 0.0018273690, 0.8349066000)
(-0.5487915000, -0.0377259900, 0.0017663470, 0.8351057000)
(-0.5487443000, -0.0373288700, 0.0019614630, 0.8351542000)
(-0.5488106000, -0.0373940500, 0.0017754900, 0.8351081000)
(-0.5487225000, -0.0375078000, 0.0018250750, 0.8351608000)
(-0.5485298000, -0.0374013500, 0.0018344880, 0.8352921000)
(-0.5485691000, -0.0374407800, 0.0018690450, 0.8352644000)
(-0.5484930000, -0.0374541500, 0.0017565440, 0.8353140000)
(-0.5486294000, -0.0373697900, 0.0018564770, 0.8352280000)
(-0.5486823000, -0.0371503100, 0.0018598230, 0.8352031000)
(-0.5488105000, -0.0372555100, 0.0017327540, 0.8351144000)
(-0.5487625000, -0.0372101300, 0.0018077550, 0.8351479000)
(-0.5486120000, -0.0372083100, 0.0019015920, 0.8352466000)
(-0.5485926000, -0.0373757300, 0.0018469170, 0.8352520000)
(-0.5483992000, -0.0372258900, 0.0017018780, 0.8353860000)
(-0.5484301000, -0.0372977200, 0.0018597360, 0.8353621000)
(-0.5484288000, -0.0372661700, 0.0018537530, 0.8353644000)
(-0.5483846000, -0.0371050100, 0.0017679720, 0.8354008000)
(-0.5483091000, -0.0371934100, 0.0018951580, 0.8354461000)
(-0.5483055000, -0.0370453800, 0.0019635350, 0.8354549000)
(-0.5482544000, -0.0372441900, 0.0018872120, 0.8354798000)
(-0.5482066000, -0.0371642600, 0.0018873280, 0.8355147000)
(-0.5483468000, -0.0371790000, 0.0018111670, 0.8354222000)
(-0.5483539000, -0.0372880000, 0.0018604920, 0.8354126000)
(-0.5483592000, -0.0373260800, 0.0017442310, 0.8354076000)
(-0.5485013000, -0.0373658100, 0.0018515120, 0.8353124000)
(-0.5484625000, -0.0374449500, 0.0018314800, 0.8353344000)
(-0.5482832000, -0.0373648400, 0.0019758730, 0.8354553000)
(-0.5482853000, -0.0373719900, 0.0017803120, 0.8354540000)
(-0.5482926000, -0.0374185900, 0.0018924260, 0.8354470000)
(-0.5482687000, -0.0374547100, 0.0018891260, 0.8354610000)
(-0.5483356000, -0.0374247700, 0.0019283030, 0.8354184000)
(-0.5481300000, -0.0374743100, 0.0017963650, 0.8355514000)
(-0.5483094000, -0.0373998800, 0.0018252040, 0.8354368000)
(-0.5481318000, -0.0373044600, 0.0017553250, 0.8355578000)
(-0.5481210000, -0.0374688600, 0.0018728900, 0.8355573000)
(-0.5479774000, -0.0375209900, 0.0018271720, 0.8356492000)
(-0.5480076000, -0.0375051100, 0.0017494840, 0.8356303000)
(-0.5479881000, -0.0375224800, 0.0018273440, 0.8356422000)
(-0.5482503000, -0.0375372800, 0.0019596220, 0.8354692000)
(-0.5483018000, -0.0374450400, 0.0018838700, 0.8354397000)
(-0.5482705000, -0.0376061900, 0.0019239850, 0.8354529000)
(-0.5483139000, -0.0375824100, 0.0019089900, 0.8354256000)
(-0.5482546000, -0.0373638600, 0.0017084530, 0.8354747000)
(-0.5482509000, -0.0376370400, 0.0019242790, 0.8354644000)
(-0.5482683000, -0.0374617700, 0.0018144930, 0.8354611000)
(-0.5483023000, -0.0375554700, 0.0017899210, 0.8354346000)
(-0.5483209000, -0.0374832800, 0.0017333870, 0.8354258000)
(-0.5483590000, -0.0375201000, 0.0018242660, 0.8353989000)
(-0.5483999000, -0.0375540100, 0.0017029050, 0.8353708000)
(-0.5483837000, -0.0376455100, 0.0018287150, 0.8353770000)
(-0.5484539000, -0.0375516600, 0.0018237530, 0.8353352000)
(-0.5485923000, -0.0374521500, 0.0016151150, 0.8352492000)
(-0.5483341000, -0.0376493700, 0.0017801500, 0.8354095000)
(-0.5481499000, -0.0371314800, 0.0019308420, 0.8355532000)
(-0.5481018000, -0.0375827500, 0.0016991200, 0.8355651000)
(-0.5481168000, -0.0376149200, 0.0017036970, 0.8355539000)
(-0.5482203000, -0.0374079200, 0.0017412880, 0.8354952000)
(-0.5482968000, -0.0375385900, 0.0018242290, 0.8354389000)
(-0.5482185000, -0.0375289500, 0.0018037860, 0.8354908000)
(-0.5482778000, -0.0375262100, 0.0018371600, 0.8354519000)
(-0.5482656000, -0.0374918700, 0.0017851110, 0.8354616000)
(-0.5482364000, -0.0375763200, 0.0018639970, 0.8354768000)
(-0.5482292000, -0.0376909900, 0.0018222610, 0.8354765000)
(-0.5482122000, -0.0376427600, 0.0017869770, 0.8354899000)
(-0.5483592000, -0.0375291500, 0.0019117380, 0.8353982000)
(-0.5484047000, -0.0374916200, 0.0020042770, 0.8353698000)
(-0.5485606000, -0.0374297100, 0.0019375830, 0.8352704000)
(-0.5485191000, -0.0374479600, 0.0018943260, 0.8352969000)
(-0.5484094000, -0.0375278900, 0.0019623630, 0.8353652000)
(-0.5483872000, -0.0375621200, 0.0019083740, 0.8353783000)
(-0.5483836000, -0.0374900800, 0.0018482490, 0.8353841000)
(-0.5484920000, -0.0377325800, 0.0018652220, 0.8353019000)
(-0.5482594000, -0.0376592600, 0.0017614370, 0.8354582000)
(-0.5481375000, -0.0377254800, 0.0018047520, 0.8355351000)
(-0.5482689000, -0.0377561000, 0.0019461830, 0.8354471000)
(-0.5482910000, -0.0378473400, 0.0019013400, 0.8354286000)
(-0.5483009000, -0.0377947700, 0.0019525320, 0.8354244000)
(-0.5483935000, -0.0377364900, 0.0018403160, 0.8353664000)
(-0.5484128000, -0.0378024200, 0.0018643380, 0.8353508000)
(-0.5483609000, -0.0376607000, 0.0016542260, 0.8353917000)
(-0.5481970000, -0.0376921200, 0.0018168610, 0.8354975000)
(-0.5483084000, -0.0376447700, 0.0018954410, 0.8354264000)
(-0.5484681000, -0.0376838900, 0.0016955990, 0.8353202000)
(-0.5484200000, -0.0375860000, 0.0018563650, 0.8353559000)
(-0.5484098000, -0.0376152600, 0.0017917840, 0.8353614000)
(-0.5484125000, -0.0375849600, 0.0019339870, 0.8353606000)
(-0.5482026000, -0.0374767800, 0.0018469360, 0.8355035000)
(-0.5481595000, -0.0376577800, 0.0019461660, 0.8355234000)
(-0.5481768000, -0.0375549500, 0.0019217220, 0.8355167000)
(-0.5481789000, -0.0376139000, 0.0019845610, 0.8355125000)
(-0.5481112000, -0.0373696300, 0.0019071880, 0.8355681000)
(-0.5481783000, -0.0376183800, 0.0019005590, 0.8355129000)
(-0.5482752000, -0.0375600900, 0.0020586720, 0.8354515000)
(-0.5481094000, -0.0374617800, 0.0018966360, 0.8355651000)
(-0.5482107000, -0.0373812100, 0.0019977720, 0.8355021000)
(-0.5483111000, -0.0375949800, 0.0019012870, 0.8354268000)
(-0.5483584000, -0.0375100900, 0.0019986610, 0.8353993000)
(-0.5482722000, -0.0376430700, 0.0017945510, 0.8354504000)
(-0.5483725000, -0.0376423100, 0.0019244310, 0.8353843000)
(-0.5482843000, -0.0375680800, 0.0018948580, 0.8354456000)
(-0.5481361000, -0.0376199000, 0.0017583110, 0.8355408000)
(-0.5481416000, -0.0376956700, 0.0018806100, 0.8355336000)
(-0.5480425000, -0.0376043000, 0.0019247450, 0.8356026000)
(-0.5480796000, -0.0377093100, 0.0019638260, 0.8355734000)
(-0.5481740000, -0.0376466100, 0.0020309310, 0.8355142000)
(-0.5481201000, -0.0376780600, 0.0018796150, 0.8355484000)
(-0.5481010000, -0.0375984700, 0.0019910520, 0.8355643000)
(-0.5479062000, -0.0375605300, 0.0018527320, 0.8356941000)
(-0.5479131000, -0.0376984300, 0.0020231930, 0.8356829000)
(-0.5479232000, -0.0376297900, 0.0019836530, 0.8356795000)
(-0.5480065000, -0.0377784400, 0.0019274570, 0.8356184000)
(-0.5479386000, -0.0376499300, 0.0019674670, 0.8356686000)
(-0.5480010000, -0.0375956600, 0.0018614240, 0.8356303000)
(-0.5479929000, -0.0377315100, 0.0020811430, 0.8356290000)
(-0.5479039000, -0.0375885800, 0.0018523200, 0.8356944000)
(-0.5479704000, -0.0376307300, 0.0019761170, 0.8356485000)
(-0.5479543000, -0.0376772100, 0.0018068220, 0.8356574000)
(-0.5479759000, -0.0375627800, 0.0019023820, 0.8356482000)
(-0.5479810000, -0.0375954800, 0.0018329940, 0.8356435000)
(-0.5478290000, -0.0377387500, 0.0018955170, 0.8357366000)
(-0.5479345000, -0.0375871800, 0.0019064080, 0.8356742000)
(-0.5478960000, -0.0377166200, 0.0016735400, 0.8356941000)
(-0.5479656000, -0.0375733200, 0.0017957420, 0.8356546000)
(-0.5479028000, -0.0375018500, 0.0018642200, 0.8356989000)
(-0.5479634000, -0.0375418100, 0.0019261500, 0.8356572000)
(-0.5478414000, -0.0375187800, 0.0017263670, 0.8357387000)
(-0.5478724000, -0.0374567500, 0.0017504990, 0.8357211000)
(-0.5478699000, -0.0376505800, 0.0017241900, 0.8357142000)
(-0.5479533000, -0.0375337600, 0.0017908530, 0.8356645000)
(-0.5478620000, -0.0375369000, 0.0017061200, 0.8357245000)
(-0.5480316000, -0.0375559800, 0.0018572170, 0.8356121000)
(-0.5479145000, -0.0375743800, 0.0017783910, 0.8356882000)
(-0.5478051000, -0.0376271400, 0.0016267120, 0.8357579000)
(-0.5479206000, -0.0375947100, 0.0017293360, 0.8356833000)
(-0.5479244000, -0.0376521700, 0.0017691610, 0.8356782000)
(-0.5477769000, -0.0376422300, 0.0017697330, 0.8357754000)
