(-0.9193138000, -0.0825857400, 0.3847241000)
(-0.9120189000, -0.0886334600, 0.4004418000)
(-0.8993238000, -0.0769354900, 0.4304417000)
(-0.8945357000, -0.0781465800, 0.4400948000)
(-0.8833631000, -0.0728682300, 0.4629702000)
(-0.8825182000, -0.0754680500, 0.4641656000)
(-0.8718933000, -0.0840697600, 0.4823941000)
(-0.8840418000, -0.0753072000, 0.4612731000)
(-0.8817151000, -0.0732102800, 0.4660456000)
(-0.8746257000, -0.0787037700, 0.4783458000)
(-0.8753721000, -0.0632499100, 0.4792834000)
(-0.8787411000, -0.0677157200, 0.4724629000)
(-0.8798828000, -0.0660285700, 0.4705687000)
(-0.8803064000, -0.0659883500, 0.4697621000)
(-0.8791313000, -0.0694560400, 0.4714732000)
(-0.8796245000, -0.0650459000, 0.4711783000)
(-0.8789563000, -0.0667676600, 0.4722002000)
(-0.8794759000, -0.0661090900, 0.4712982000)
(-0.8780369000, -0.0602602100, 0.4747519000)
(-0.8784227000, -0.0648923400, 0.4734319000)
(-0.8795401000, -0.0573431000, 0.4723301000)
(-0.8822999000, -0.0582981200, 0.4670526000)
(-0.8870655000, -0.0418132800, 0.4597292000)
(-0.8893315000, -0.0515886100, 0.4543383000)
(-0.8877379000, -0.0428433600, 0.4583430000)
(-0.8895156000, -0.0337374800, 0.4556308000)
(-0.8896158000, -0.0210097800, 0.4562060000)
(-0.8895586000, -0.0379856500, 0.4552191000)
(-0.8885924000, -0.0147479000, 0.4584574000)
(-0.8924569000, -0.0149858100, 0.4508701000)
(-0.8883986000, -0.0164006000, 0.4587469000)
(-0.8855683000, -0.0059437160, 0.4644659000)
(-0.8894704000, -0.0027065090, 0.4569513000)
(-0.8894607000, 0.0011345500, 0.4570053000)
(-0.8983085000, 0.0057701150, 0.4393164000)
(-0.8961280000, 0.0007949088, 0.4437785000)
(-0.9037505000, -0.0475101500, 0.4254014000)
(-0.9047850000, -0.1204390000, 0.4084643000)
(-0.8970410000, -0.1636428000, 0.4104983000)
(-0.8951252000, -0.1669577000, 0.4133520000)
(-0.9003603000, -0.1475426000, 0.4093546000)
(-0.9035195000, -0.1397748000, 0.4050792000)
(-0.9024160000, -0.1384497000, 0.4080089000)
(-0.9022056000, -0.1278851000, 0.4119032000)
(-0.9002514000, -0.1391712000, 0.4124912000)
(-0.9043683000, -0.1268170000, 0.4074601000)
(-0.9098361000, -0.1116876000, 0.3996393000)
(-0.9099014000, -0.1047248000, 0.4013574000)
(-0.9113873000, -0.1027488000, 0.3985066000)
(-0.9108820000, -0.1007524000, 0.4001474000)
(-0.9128955000, -0.0980660200, 0.3962188000)
(-0.9158686000, -0.0909316500, 0.3910155000)
(-0.9169326000, -0.0926967300, 0.3881192000)
(-0.9148831000, -0.0869630200, 0.3942062000)
(-0.9153945000, -0.0898543800, 0.3923746000)
(-0.9154317000, -0.0829970800, 0.3937884000)
(-0.9164206000, -0.0753429300, 0.3930481000)
(-0.9169693000, -0.0702478400, 0.3927057000)
(-0.9181520000, -0.0644871100, 0.3909326000)
(-0.9238678000, -0.0625648500, 0.3775560000)
(-0.9231149000, -0.0612132400, 0.3795798000)
(-0.9206647000, -0.0405528500, 0.3882331000)
(-0.9205040000, -0.0355282600, 0.3890934000)
(-0.9204622000, -0.0349868700, 0.3892226000)
(-0.9225460000, -0.0350590700, 0.3842829000)
(-0.9250445000, -0.0276355900, 0.3788093000)
(-0.9276685000, -0.0349829600, 0.3717314000)
(-0.9249799000, -0.0287106000, 0.3788935000)
(-0.9275978000, -0.0166914500, 0.3731749000)
(-0.9283049000, -0.0095946070, 0.3716782000)
(-0.9302676000, 0.0089708330, 0.3667661000)
(-0.9288114000, 0.0105938400, 0.3703741000)
(-0.9310695000, 0.0345496400, 0.3631795000)
(-0.9321569000, 0.0362401800, 0.3602199000)
(-0.9311341000, 0.0466793400, 0.3616595000)
(-0.9317443000, 0.0231335800, 0.3623430000)
(-0.9295957000, 0.0263571400, 0.3676045000)
(-0.9285666000, 0.0197630500, 0.3706322000)
(-0.9288115000, 0.0203151600, 0.3699644000)
(-0.9327944000, 0.0185937900, 0.3599189000)
(-0.9315488000, 0.0298208100, 0.3623629000)
(-0.9335663000, 0.0368802000, 0.3564857000)
(-0.9366289000, 0.0503084400, 0.3466559000)
(-0.9357306000, 0.0546872200, 0.3484357000)
(-0.9366715000, 0.0612202000, 0.3447928000)
(-0.9355236000, 0.0713097000, 0.3459610000)
(-0.9380249000, 0.0627761000, 0.3408204000)
(-0.9363113000, 0.0637025400, 0.3453340000)
(-0.9344572000, 0.0719335300, 0.3486982000)
(-0.9333733000, 0.0653858900, 0.3528774000)
(-0.9345406000, 0.0711839100, 0.3486409000)
(-0.9314671000, 0.0918898100, 0.3520225000)
(-0.9320196000, 0.0988123600, 0.3486729000)
(-0.9308376000, 0.0987488800, 0.3517967000)
(-0.9199651000, 0.0635441600, 0.3868095000)
(-0.9121307000, 0.0345209400, 0.4084345000)
(-0.9038071000, 0.0101208500, 0.4278071000)
(-0.9003732000, -0.0379933300, 0.4334476000)
(-0.9018754000, -0.0600701600, 0.4277687000)
(-0.8970387000, -0.0612861300, 0.4376555000)
(-0.8950235000, -0.0573708000, 0.4422962000)
(-0.8979952000, -0.0516138700, 0.4369559000)
(-0.8984196000, -0.0467637100, 0.4366376000)
(-0.9030852000, -0.0271948800, 0.4285933000)
(-0.8984574000, -0.0303579800, 0.4379906000)
(-0.8994395000, -0.0271871700, 0.4361869000)
(-0.9008482000, -0.0300066000, 0.4330664000)
(-0.9019372000, -0.0217067300, 0.4312816000)
(-0.9017035000, -0.0280360100, 0.4314229000)
(-0.9039170000, -0.0192385700, 0.4272612000)
(-0.9014505000, -0.0144637700, 0.4326308000)
(-0.9036432000, -0.0160996000, 0.4279609000)
(-0.9039805000, -0.0064119220, 0.4274997000)
(-0.9044563000, -0.0163557900, 0.4262242000)
(-0.9039318000, -0.0078370850, 0.4275671000)
(-0.8960953000, -0.0004545852, 0.4438414000)
(-0.8987614000, -0.0066241110, 0.4383702000)
(-0.9024000000, 0.0018116840, 0.4308682000)
(-0.9033507000, 0.0063469370, 0.4288247000)
(-0.9082658000, 0.0062888420, 0.4183407000)
(-0.9062058000, 0.0064847030, 0.4227765000)
(-0.9088089000, 0.0127235200, 0.4169841000)
(-0.9096506000, 0.0172459200, 0.4150013000)
(-0.9114064000, 0.0158630500, 0.4111869000)
(-0.9126365000, 0.0306428600, 0.4076051000)
(-0.9116459000, 0.0322681000, 0.4096896000)
(-0.9083827000, 0.0489717000, 0.4152396000)
(-0.9110997000, 0.0444963600, 0.4097403000)
(-0.9116580000, 0.0440225800, 0.4085778000)
(-0.9105093000, 0.0472844600, 0.4107599000)
(-0.9138010000, 0.0422764300, 0.4039264000)
(-0.9135656000, 0.0520908000, 0.4033375000)
(-0.9138437000, 0.0546971600, 0.4023561000)
(-0.9124172000, 0.0600656600, 0.4048147000)
(-0.9111084000, 0.0605051500, 0.4076637000)
(-0.9140904000, 0.0653939300, 0.4001828000)
(-0.9142544000, 0.0705002800, 0.3989224000)
(-0.9150473000, 0.0696212600, 0.3972867000)
(-0.9129890000, 0.0681671000, 0.4022180000)
(-0.9121798000, 0.0752686200, 0.4027792000)
(-0.9104064000, 0.0835770200, 0.4051583000)
(-0.9145938000, 0.0670091100, 0.3987578000)
(-0.9196727000, -0.0138089700, 0.3924351000)
(-0.9152460000, -0.0518550300, 0.3995126000)
(-0.9138620000, -0.0606487800, 0.4014621000)
(-0.9111545000, -0.0730777400, 0.4055035000)
(-0.9109584000, -0.0670685900, 0.4070010000)
(-0.9117262000, -0.0684632200, 0.4050526000)
(-0.9133896000, -0.0575073400, 0.4029624000)
(-0.9142908000, -0.0621816700, 0.4002194000)
(-0.9136060000, -0.0630227800, 0.4016612000)
(-0.9117487000, -0.0609805400, 0.4061628000)
(-0.9118924000, -0.0703870400, 0.4043329000)
(-0.9146538000, -0.0604606800, 0.3996730000)
(-0.9145797000, -0.0683270200, 0.3985697000)
(-0.9180881000, -0.0498855500, 0.3932200000)
(-0.9195885000, -0.0539599100, 0.3891451000)
(-0.9209813000, -0.0541519300, 0.3857864000)
(-0.9196126000, -0.0548594500, 0.3889661000)
(-0.9159179000, -0.0554003000, 0.3975074000)
(-0.9161592000, -0.0330381300, 0.3994206000)
(-0.9176893000, -0.0361949300, 0.3956323000)
(-0.9183823000, -0.0377493500, 0.3938725000)
(-0.9191158000, -0.0453537000, 0.3913497000)
(-0.9159338000, -0.0284020000, 0.4003184000)
(-0.9162436000, -0.0197720000, 0.4001218000)
(-0.9184854000, -0.0042842520, 0.3954183000)
(-0.9205434000, -0.0053580050, 0.3905816000)
(-0.9192337000, -0.0083592160, 0.3936134000)
(-0.9206001000, -0.0072000960, 0.3904320000)
(-0.9218798000, -0.0080714190, 0.3873602000)
(-0.9220234000, -0.0051340580, 0.3870575000)
(-0.9191675000, 0.0211389300, 0.3932711000)
(-0.9196237000, 0.0244399400, 0.3920281000)
(-0.9155316000, 0.0173604900, 0.4018683000)
(-0.9214502000, 0.0333524000, 0.3870531000)
(-0.9232950000, 0.0231881300, 0.3833569000)
(-0.9229320000, 0.0319640100, 0.3836147000)
(-0.9263472000, 0.0198380000, 0.3761088000)
(-0.9249290000, 0.0208301900, 0.3795512000)
(-0.9254262000, 0.0272884300, 0.3779353000)
(-0.9249362000, 0.0315056900, 0.3787725000)
(-0.9248952000, 0.0355839200, 0.3785167000)
(-0.9279722000, 0.0387250100, 0.3706273000)
(-0.9264333000, 0.0376150500, 0.3745342000)
(-0.9281271000, 0.0441054700, 0.3696167000)
(-0.9266092000, 0.0507667400, 0.3725645000)
(-0.9263353000, 0.0539250800, 0.3727972000)
(-0.9256898000, 0.0605314800, 0.3733809000)
(-0.9329099000, 0.0600567100, 0.3550496000)
(-0.9297979000, 0.0665878400, 0.3619541000)
(-0.9287904000, 0.0611002400, 0.3655041000)
(-0.9311430000, 0.0625248400, 0.3592290000)
(-0.9300246000, 0.0745124700, 0.3598586000)
(-0.9288253000, 0.0638302900, 0.3649737000)
(-0.9265825000, 0.0538974200, 0.3721732000)
(-0.9181828000, 0.0256362100, 0.3952973000)
(-0.9122866000, -0.0084626020, 0.4094305000)
(-0.9092741000, -0.0264626700, 0.4153418000)
(-0.8858685000, -0.0956981400, 0.4539452000)
(-0.8971639000, -0.0801432000, 0.4343399000)
(-0.8884165000, -0.1081061000, 0.4460963000)
(-0.8923887000, -0.0874576800, 0.4427097000)
(-0.8947174000, -0.0894615300, 0.4375562000)
(-0.8928207000, -0.0831486300, 0.4426584000)
(-0.8838788000, -0.0982038800, 0.4572736000)
(-0.8846958000, -0.0879657600, 0.4577720000)
(-0.8899380000, -0.0838309000, 0.4482922000)
(-0.8864157000, -0.0814307500, 0.4556444000)
(-0.8865235000, -0.0800018200, 0.4556777000)
(-0.8890316000, -0.0781803400, 0.4511097000)
(-0.8886534000, -0.0822986400, 0.4511121000)
(-0.8901792000, -0.0744397900, 0.4494666000)
(-0.8941788000, -0.0718096000, 0.4418982000)
(-0.8923534000, -0.0590985200, 0.4474198000)
(-0.8966843000, -0.0662615100, 0.4376515000)
(-0.8934578000, -0.0547142000, 0.4457860000)
(-0.9004039000, -0.0496478300, 0.4321875000)
(-0.8984160000, -0.0464008000, 0.4366733000)
(-0.8972754000, -0.0439993500, 0.4392419000)
(-0.8980103000, -0.0310351700, 0.4388742000)
(-0.8971152000, -0.0340349200, 0.4404736000)
(-0.8968202000, -0.0393736400, 0.4406211000)
(-0.8978797000, -0.0272931400, 0.4393624000)
(-0.9005470000, -0.0294769800, 0.4337408000)
(-0.8979411000, -0.0238503700, 0.4394631000)
(-0.9031031000, -0.0144671400, 0.4291730000)
