(0.4776393000, -0.7105616000, 0.2369047000, -0.4591721000)
(0.4775060000, -0.7105017000, 0.2369121000, -0.4593996000)
(0.4776255000, -0.7105359000, 0.2368823000, -0.4592378000)
(0.4776272000, -0.7105073000, 0.2368678000, -0.4592877000)
(0.4775899000, -0.7105030000, 0.2369545000, -0.4592886000)
(0.4775223000, -0.7106051000, 0.2369664000, -0.4591948000)
(0.4775980000, -0.7105737000, 0.2371139000, -0.4590884000)
(0.4775980000, -0.7105737000, 0.2371139000, -0.4590884000)
(0.4304354000, -0.7275661000, 0.2152769000, -0.4889057000)
(0.4304518000, -0.7275068000, 0.2152402000, -0.4889958000)
(0.4303922000, -0.7276003000, 0.2152380000, -0.4889100000)
(0.4303712000, -0.7275822000, 0.2153571000, -0.4889030000)
(0.4304627000, -0.7275302000, 0.2151778000, -0.4889787000)
(0.4302911000, -0.7276180000, 0.2152583000, -0.4889637000)
(0.4304110000, -0.7275823000, 0.2152607000, -0.4889103000)
(0.4304784000, -0.7276043000, 0.2152457000, -0.4888247000)
(0.4303852000, -0.7276122000, 0.2152921000, -0.4888746000)
(0.4303599000, -0.7276808000, 0.2150933000, -0.4888823000)
(0.4304096000, -0.7276340000, 0.2152439000, -0.4888420000)
(0.4302316000, -0.7276701000, 0.2151849000, -0.4889707000)
(0.4302698000, -0.7276781000, 0.2151299000, -0.4889496000)
(0.4303113000, -0.7277231000, 0.2151983000, -0.4888160000)
(0.4304146000, -0.7276979000, 0.2151628000, -0.4887781000)
(0.4304452000, -0.7275605000, 0.2152795000, -0.4889043000)
(0.4305434000, -0.7274688000, 0.2153113000, -0.4889403000)
(0.4306062000, -0.7274900000, 0.2153909000, -0.4888184000)
(0.4305595000, -0.7275411000, 0.2154050000, -0.4887773000)
(0.4305440000, -0.7274835000, 0.2152792000, -0.4889320000)
(0.4306184000, -0.7275638000, 0.2152396000, -0.4887645000)
(0.4305612000, -0.7275186000, 0.2152754000, -0.4888664000)
(0.4305982000, -0.7274905000, 0.2152606000, -0.4888820000)
(0.4305103000, -0.7274410000, 0.2152978000, -0.4890167000)
(0.4305969000, -0.7274146000, 0.2152328000, -0.4890083000)
(0.4305781000, -0.7274094000, 0.2152983000, -0.4890038000)
(0.4305719000, -0.7273175000, 0.2153277000, -0.4891330000)
(0.4306396000, -0.7273351000, 0.2154634000, -0.4889874000)
(0.4306287000, -0.7274173000, 0.2154074000, -0.4888995000)
(0.4305860000, -0.7273726000, 0.2152955000, -0.4890528000)
(0.4306660000, -0.7273877000, 0.2153544000, -0.4889340000)
(0.4304805000, -0.7274579000, 0.2154332000, -0.4889581000)
(0.4306562000, -0.7273923000, 0.2151267000, -0.4890361000)
(0.4305952000, -0.7273827000, 0.2152540000, -0.4890479000)
(0.4306544000, -0.7274783000, 0.2152746000, -0.4888446000)
(0.4306286000, -0.7273979000, 0.2152904000, -0.4889798000)
(0.4306322000, -0.7273856000, 0.2153709000, -0.4889596000)
(0.4305990000, -0.7273269000, 0.2153290000, -0.4890946000)
(0.4306325000, -0.7273425000, 0.2153707000, -0.4890236000)
(0.4305616000, -0.7273046000, 0.2153061000, -0.4891708000)
(0.4305546000, -0.7273768000, 0.2152370000, -0.4891001000)
(0.4306458000, -0.7274314000, 0.2152488000, -0.4889333000)
(0.4306728000, -0.7273498000, 0.2152250000, -0.4890414000)
(0.4305745000, -0.7274797000, 0.2152736000, -0.4889133000)
(0.4304977000, -0.7274246000, 0.2152362000, -0.4890793000)
(0.4307078000, -0.7273759000, 0.2153014000, -0.4889380000)
(0.4306434000, -0.7275400000, 0.2152348000, -0.4887799000)
(0.4305882000, -0.7275457000, 0.2151726000, -0.4888476000)
(0.4307874000, -0.7274894000, 0.2152278000, -0.4887315000)
(0.4305857000, -0.7275003000, 0.2152364000, -0.4888891000)
(0.4306847000, -0.7274820000, 0.2152825000, -0.4888088000)
(0.4307333000, -0.7273847000, 0.2152818000, -0.4889112000)
