(-0.3004521000, -0.7446144000, 0.4145119000, -0.4283198000)
(-0.3004911000, -0.7445343000, 0.4145362000, -0.4284082000)
(-0.3005000000, -0.7445496000, 0.4145660000, -0.4283467000)
(-0.3005478000, -0.7445097000, 0.4145398000, -0.4284077000)
(-0.3004985000, -0.7444447000, 0.4146602000, -0.4284387000)
(-0.3005775000, -0.7445573000, 0.4145590000, -0.4282855000)
(-0.3005206000, -0.7442691000, 0.4147218000, -0.4286686000)
(-0.3005475000, -0.7442654000, 0.4147349000, -0.4286436000)
(-0.3006781000, -0.7440266000, 0.4148685000, -0.4288372000)
(-0.3005509000, -0.7440168000, 0.4147901000, -0.4290191000)
(-0.3005403000, -0.7440783000, 0.4148359000, -0.4288756000)
(-0.3005627000, -0.7440396000, 0.4149342000, -0.4288319000)
(-0.3004797000, -0.7440621000, 0.4148534000, -0.4289292000)
(-0.3004553000, -0.7442115000, 0.4147697000, -0.4287680000)
(-0.3004737000, -0.7441227000, 0.4147064000, -0.4289704000)
(-0.3005284000, -0.7440995000, 0.4148313000, -0.4288517000)
(-0.3005397000, -0.7441508000, 0.4147362000, -0.4288467000)
(-0.3004686000, -0.7441428000, 0.4147648000, -0.4288827000)
(-0.3005469000, -0.7441438000, 0.4147386000, -0.4288514000)
(-0.3004768000, -0.7441714000, 0.4147950000, -0.4287979000)
(-0.3005501000, -0.7441947000, 0.4147366000, -0.4287627000)
(-0.3005087000, -0.7442886000, 0.4148000000, -0.4285673000)
(-0.3004738000, -0.7443008000, 0.4147858000, -0.4285844000)
(-0.3004401000, -0.7444889000, 0.4147129000, -0.4283519000)
(-0.3004234000, -0.7444742000, 0.4146723000, -0.4284284000)
(-0.3004627000, -0.7444579000, 0.4146399000, -0.4284605000)
(-0.3005147000, -0.7444434000, 0.4146038000, -0.4284842000)
(-0.3005271000, -0.7443339000, 0.4146010000, -0.4286683000)
(-0.3004577000, -0.7442958000, 0.4145527000, -0.4288298000)
(-0.3004763000, -0.7442042000, 0.4145320000, -0.4289958000)
(-0.3005393000, -0.7442598000, 0.4144973000, -0.4288887000)
(-0.3005268000, -0.7441635000, 0.4145428000, -0.4290206000)
(-0.3004508000, -0.7441599000, 0.4145145000, -0.4291073000)
(-0.3004978000, -0.7440925000, 0.4146007000, -0.4291080000)
